"id","nombre","descripcion","precio_base","precio_oferta","descuento_porcentaje","oferta_activa","stock","estado","categoria_id","empresa_id","created_at","updated_at"
"20","Robot aspirador - Xiaomi Vacuum S20, 45W, WiFi, Navegación láser, Control por App, Blanco","Consigue el mejor aspirado y fregado más eficientes que ahorran tiempo y energía con el robot aspirador Xiaomi Vacuum S20.","165.28","114.88","30","1","60","activo","3","2","2025-05-15 20:27:37","2025-05-15 20:27:37"
"21","Cafetera de cápsulas - De'Longhi ENV90.B Vertuo Pop + Travel Mug para cápsulas Nespresso Vertuo, 2.6 bar, 0.56 L, 1.250 W, Bluetooth, Wi-Fi, Negro","Descubre una nueva forma de disfrutar el café con la cafetera de cápsulas Nespresso® De'Longhi Vertuo Pop ENV90.B. Compacta, moderna y llena de personalidad, esta máquina transforma cada taza en un momento especial.","82.64","65.29","21","1","40","activo","3","2","2025-05-15 20:28:42","2025-05-15 20:28:42"
"22","Oral-B Pro 3 3000 Cepillo de Dientes Eléctrico con Mango Recargable y 2 Cabezales","Elimina hasta un 100 % más de placa, incluso en las zonas de difícil acceso, para unas encías más sanas en comparación con un cepillo manual con la tecnología 3 en 1 de limpieza profunda de Oral-B","40.22",NULL,NULL,"0","20","activo","4","2","2025-05-15 20:29:57","2025-05-15 20:29:57"
"23","Afeitadora - Philips S5000 S5466/17, Afeitadora eléctrica, Seco y Mojado, Sensor barba, Soporte de carga, Cortapatillas","La afeitadora Philips Shaver serie 5000 S5466/17 aporta comodidad a tu aseo matutino. Su uso es intuitivo gracias al cabezal totalmente flexible y a su empuñadura ergonómica. La apertura con un solo toque permite limpiarla fácilmente en cuestión de segundos.","98.35","52.89","46","1","90","activo","4","2","2025-05-15 20:31:02","2025-05-15 20:31:02"
"24","Báscula inteligente - Xiaomi Body Composition Scale S400, IMC, Alta precisión, Control por App, Bluetooth, Blanco","Mi Body Composition Scale S400 es la báscula inteligente Xiaomi con tecnología BIA de doble frecuencia que mide de forma precisa 25 índices de salud con la que podrás controlar todos los aspectos que necesitas.","24.79","16.52","33","1","80","activo","4","2","2025-05-15 20:32:07","2025-05-15 20:32:07"
"25","Masajeador de Cuello y Hombros con Función de Calor, Masajeador Cervical con 3D Rotación y Masaje de Amasamiento Shiatsu Intensidad Ajustable","8 Cabezales de Masaje Bidireccionales: Esta manta de masaje simula un masaje de manos humanas. Los 8 cabezales de masaje están bien distribuidos y el control de movimiento bidireccional incorporado le ofrece una experiencia de masaje uniforme y cómoda cuando se enciende. Además, el sistema de protección contra el sobrecalentamiento y la función de desconexión automática de 15 minutos le permiten disfrutar de su masaje con tranquilidad.","26.10",NULL,NULL,"0","30","activo","4","2","2025-05-15 20:33:01","2025-05-15 20:33:01"
"26","Pulsera de actividad - Xiaomi Smart Band 9, 1.62"" AMOLED","A tu estilo, a tu ritmo, con la pulsera de actividad Xiaomi Smart Band 9 podrás monitorear tus entrenamientos con mas de 150 modos deportivos y tu salud, con seguimiento del sueño y monitor cardiaco.","33.05","28.92","12","1","120","activo","5","2","2025-05-15 20:34:05","2025-05-15 20:34:05"
"27","Pulsómetro - Polar H10, M-XXL, Negro","Si lo que tú deseabas era realizar un entrenamiento de máximo rendimiento, vete preparando porque Polar tiene algo para ti. El pulsómetro H10 M-XXL es compatible con diferentes aplicaciones de fitness y máquinas de gimnasio para que optimizar tu actividad física al máximo. Puedes guardar tu frecuencia cardíaca en el agua y enviar tus datos a la aplicación móvil.","74.30","65.21","12","1","20","activo","5","2","2025-05-15 20:35:13","2025-05-15 20:35:13"
"28","Consola - Nintendo Switch OLED, 7"", Joy-Con, 64 GB, Blanco","Disfruta de los juegos en el formato de la consola Nintendo Switch OLED en color blanco, pensada para el hogar con la diferencia de ser también portátil para llevarte tus partidas a todas partes. La innovación en el formato del diseño con pantalla OLED y su gran flexibilidad te alucinará.","288.43","280.17","3","1","200","activo","6","2","2025-05-15 20:36:24","2025-05-15 20:36:24"
"29","DJI Mini 4K, dron con cámara 4K UHD para adultos","Menos de 249 g, Certificación de clase C0 - Gracias a su peso ultraligero, el Mini 4K puede volar en las categorías A1 y A3. Los operadores no necesitan realizar ningún test.","247.11",NULL,NULL,"0","140","activo","6","2","2025-05-15 20:37:27","2025-05-15 20:37:27"
"30","IKUPER Technic Robot para Niños de 6 a 12 Años, Juego Robótico Programable 6 en 1 con App y Control Remoto","【Construible en 6 Estilos de Robots】¡Construye tu propio set de robots con el juguete robot IKUPER 6en1! Se puede montar en seis modelos de robots únicos: Gran Robot Pared, Pequeño Robot Pared, Coche Acrobático, Robot Triángulo, Dinosaurio y Robot de Un Ojo. Cada diseño ofrece una experiencia de construcción distinta, fomentando la creatividad y proporcionando horas de diversión para los niños.","57.02",NULL,NULL,"0","50","activo","6","2","2025-05-15 20:38:33","2025-05-15 20:38:33"
"31","TP-Link Archer AX53 Router Wi-Fi 6 Gigabit de Doble Banda AX3000","La próxima generación de WiFi está aquí con el router Archer AX53. El Wi-Fi 6 (802.11ax) podría resultar ser el avance más significativo en el desarrollo del WiFi, ofreciendo un gran impulso en velocidad y capacidad total. La adopción generalizada del Wi-Fi 6 está cada vez más cerca con la disponibilidad de más y más dispositivos AX. ¡Es el momento adecuado para actualizar tu router a la nueva generación de WiFi!","74.37","45.45","39","1","65","activo","8","2","2025-05-15 20:39:37","2025-05-15 20:39:37"
"32","Disco duro externo 2TB - ‎Seagate STKN2000400 Expansion","La configuración es sencilla, simplemente conecta un solo cable USB y estarás listo para comenzar. La unidad se alimenta mediante el cable USB, por lo que no es necesaria una fuente de alimentación externa. Además, el sistema operativo Windows® o Mac lo reconoce automáticamente, por lo que no es necesario instalar ningún software ni configurar nada. Guardar archivos es fácil.","82.64","61.98","25","1","140","activo","8","2","2025-05-15 20:40:39","2025-05-15 20:40:39"
"33","Reproductor multimedia - Xiaomi Mi TV Stick, 1080P, 1GB RAM, 8GB ROM, Android TV","El Xiaomi Mi TV Stick ahora incluye el mando por voz con Asistente de Google. Controla tu TV, barra de sonido y receptor compatibles con los botones específicos para encender el dispositivo, silenciarlo y ajustar el volumen. Reproduce y controla contenido con el nuevo mando por voz Alexa. Disfruta de tus contenidos favoritos de Prime Video, Netflix, YouTube, DAZN, Atresplayer, RTVE A la carta, Movistar+ y otros servicios (es posible que se requieran suscripciones separadas).","41.31","33.05","20","1","95","activo","8","2","2025-05-15 20:41:59","2025-05-15 20:41:59"
"34","Impresora multifunción - HP DeskJet 2821e, Serie 2820, Wi-Fi®, USB, Color, Copia, Escáner, Recuperación automática, Instant Ink, HP +, Blanco","Imprime, escanea y copia sin esfuerzo con la impresora doméstica HP DeskJet 2821e. Es inalámbrica y compacta, junto con la aplicación de impresión más fácil de usar. Desde etiquetas hasta recetas, disfruta de una experiencia fluida gracias a la empresa de impresoras N.º 1 del mundo","49.50","40.48","18","1","30","activo","9","2","2025-05-15 20:43:29","2025-05-15 20:43:29"
"35","Casio Calculadora técnica ClassWiz FX-991DE X","Casio presenta la nueva calculadora científica técnica FX-991DE X de la serie ClassWiz con numerosas novedades. El popular FX-991DE Plus se ha desarrollado una vez más y está equipado con funciones innovadoras como la función QR Code.","36.28",NULL,NULL,"0","40","activo","9","2","2025-05-15 20:44:39","2025-05-15 20:44:39"
"36","SLATOR Lámpara Escritorio LED, Flexo de Escritorio","Lampara de escritorio Eye Caring : Estas lámparas de mesa táctiles están diseñadas para ser suaves, estables y no parpadear. La lámpara de escritorio de oficina adopta un diseño de fuente de luz led de superficie que podría eliminar perfectamente el deslumbramiento, la fatiga visual, y mejorar los efectos visuales.","14.17",NULL,NULL,"0","45","activo","9","2","2025-05-15 20:45:49","2025-05-15 20:45:49"
"37","Casio Colección Reloj Unisex Adultos A168WA","Todo fue mejor tiempo atrás - y es bonito que CASIO nunca haya olvidado sus raíces y siempre haya disfutado el diseño retro. El culto por la forma, función y color del primer reloj digital desde los años del 1980 está más actualizado que nunca gracias a los relojes de CASIO Collection. Con sus tonos cálidos de oro, acero inoxidable fresco y plástico negro, estos iconos de diseño atemporal pueden ser combinados perfectamente con el estilo actual y las tendencias de fiesta. Es bueno saber que algunas cosas nunca cambian.","27.10",NULL,NULL,"0","74","activo","2","2","2025-05-15 20:46:43","2025-05-15 20:46:43"
"38","Gafas de realidad virtual - Meta Quest 3s, 128 GB, 8GB RAM, Snapdragon XR2 Gen 2, 1832×1920p, 2.5h Autonomía, Blanco","Descubre las Gafas de Realidad Virtual Meta Quest 3S de 128 GB, donde la realidad y la fantasía se entrelazan para llevarte más allá de lo imaginable. Con una resolución y color que superan en 4,5 veces a las Quest 2, tu mundo virtual cobra vida con una claridad y viveza excepcionales.","271.90",NULL,NULL,"0","50","activo","8","2","2025-05-15 20:48:18","2025-05-15 20:48:18"
"39","Jeans 515™ Slim Taper","Estos jeans 515™ Slim Taper son el punto intermedio entre unos ajustados y unos entallados normales. Como probablemente habrás deducido por su nombre, presentan corte estrecho en el muslo y va entallándose hasta el tobillo. ¿El resultado final? Un jean superversátil que puedes combinar de cualquier forma.","65.29",NULL,NULL,"0","80","activo","2","3","2025-05-15 20:55:58","2025-05-15 20:55:58"
"40","Camisa de lino de alta calidad para hombre","Camisa ligera y transpirable con botones, de algodón y lino, Color sólido, 100%, 2025.","17.36","6.77","61","1","80","activo","2","3","2025-05-15 21:02:59","2025-05-15 21:04:24"
"41","Vestido midi viscosa estampado floral","Vestido midi con corte evasé y de mangas corta en tejido de viscosa, con un lindo estampado allover floral en tonos claros. Es tan bonito y cómodo, que no vas a querer quitártelo en todo el día ¡Como dormir en las nubes!","33.05","9.91","70","1","140","activo","2","3","2025-05-15 21:06:12","2025-05-15 21:06:12"
"42","Sudadera oversize capucha cremallera","Sudadera oversize con capucha, bolsillo delantero tipo canguro, cierre de cremallera y confeccionada en algodón.","16.52",NULL,NULL,"0","100","activo","2","3","2025-05-15 21:07:09","2025-05-15 21:07:09"
"43","Gabon Winter Moss","Gabon es una chaqueta impermeable corta de primavera inspirada en el estilo clásico bomber, con detalles como bolsillos laterales con cremalleras impermeables, puños y dobladillo de canalé, y una cremallera impermeable de doble cursor en la parte frontal. Confeccionada en nuestro exclusivo tejido Softshell ligero y transpirable, cuenta con todas las costuras selladas para una protección superior. Una capucha desmontable completa el look con estilo.","123.14",NULL,NULL,"0","180","activo","2","3","2025-05-15 21:08:24","2025-05-15 21:08:24"
"44","Zapatilla Nike Air Force 1 07 Mujer","La zapatilla Nike Air Force 1 de cuero es una toma moderna en el zapato más emblemático del baloncesto. Cuenta con una zona Air-Sole encapsulada en una entresuela de espuma inyectada para un amortiguamiento ligero y flexible.","99.17","79.33","20","1","200","activo","2","3","2025-05-15 21:09:34","2025-05-15 21:09:34"
"45","BOTINES DE PIEL CON CUÑA Y CREMALLERA ARENA LIDIA","Botines de serraje con cuña de 5,5 cm y plataforma de 2 cm. Corte superior en V y apertura lateral con cremallera interior para facilitar el calce. Plantilla y forro de microfibra con acabado confort aterciopelado. Piso antideslizante y flexible. Elaborados 100% en España.","70.25","49.55","29","1","100","activo","2","3","2025-05-15 21:10:51","2025-05-15 21:10:51"
"46","Zapatillas abiertas velour lazo","Zapatillas abiertas con base acolchada de velur en tonos rosas y pala con diseño de lazo en color lila. Súper cómodas, hechas para que tus pies descansen.","16.52",NULL,NULL,"0","60","activo","2","3","2025-05-15 21:39:06","2025-05-15 21:39:06"
"47","Zapato Oxford para hombre Chocolate Patinado con suela de cuero - WINFORD","El Winford es un Oxford de hombre tiene una punta recta con 5 ojales construido sobre una forma con carácter. El estilo y la comodidad son las ventajas de este zapato.
Fabricado con una construcción Blake y becerro boxcalf italiano patinado a mano sobre una suela de cuero, con vira de piel, este modelo quedará elegante en todas las circunstancias.
Ojales invisibles y cordones redondos encerados de algodón tono sobre tono.
Los Winford están totalmente forrados de piel de vaca.","106.61",NULL,NULL,"0","40","activo","2","3","2025-05-15 21:41:56","2025-05-15 21:41:56"
"48","Mochila de montaña y senderismo 23L Quechua NH500 Rolltop. Equipaje de mano","Esta mochila de senderismo se ha diseñadp para acompañar tus rutas de senderismo y todos tus planes (formato maleta de cabina).","33.05","31.40","5","1","50","activo","5","3","2025-05-15 21:43:41","2025-05-15 21:43:41"
"49","Gafas de sol Hawkers ONE LS RODEO","Las ONE LS Rodeo son unas gafas de sol de diseño clásico con aros cuadrados y patillas finas. Este modelo negro brillante tiene lentes polarizadas de color gris oscuro.","33.05",NULL,NULL,"0","70","activo","2","3","2025-05-15 21:45:31","2025-05-15 21:45:31"
"50","BENYAR Relojes para Hombre Analógico","ELEGANTE DISEÑO: Este es un reloj de diseño elegante y clásico hombre. ¡45MM cara grande hermosa y exquisita con tres sub-esferas funcionales y visualización de la fecha, números taquimétricos en el bisel, con una correa de cuero de moda, movimiento analógico de cuarzo de calidad y batería de larga duración, proporcionar tiempo preciso y perfectamente coincidir con cualquiera de sus equipos, reloj Benyar encarna la búsqueda de la moda y la calidad que redefine el tiempo!","30.02",NULL,NULL,"0","90","activo","2","3","2025-05-15 21:46:50","2025-05-15 21:46:50"
"51","FOLOVEYA Bolso Mujer Bolso Bandolera","Elegante y Unico: Este bolso cruzado tiene un diseño simple con una elegante correa de hombro ajustable a rayas para facilitar su transporte. El colgante de mariposa añade un elemento elegante al bolso de mujer. Disponible en una amplia gama de colores, el bolso de mujer puede combinarse con su ropa de trabajo o en ocasiones importantes para mostrar su encanto único.","24.78",NULL,NULL,"0","50","activo","2","3","2025-05-15 21:47:59","2025-05-15 21:47:59"
"52","ROYALZ Cinturón trenzado unisex para hombres y mujeres","SU NUEVO ACCESORIO FAVORITO - el elegante cinturón de cuero trenzado para hombre / mujer puede combinarse con muchos conjuntos, clásicamente como cinturón de vaqueros o también como cinturón de cintura con un vestido.","24.77",NULL,NULL,"0","70","activo","2","3","2025-05-15 21:48:49","2025-05-15 21:48:49"
"53","Bufanda para hombre, 30% lana merino","Material de alta calidad: mezcla de 30% de lana merina, cálida y ligera.","17.18",NULL,NULL,"0","43","activo","2","3","2025-05-15 21:49:33","2025-05-15 21:49:33"
"54","Sombrero Fedora clásico de fieltro","Este sombrero Fedora Trilby está hecho de poliéster. Puedes llevar este sombrero de gángster en muchas ocasiones como en la iglesia, viajes y muchas actividades al aire libre, pesca, etc.","21.48",NULL,NULL,"0","44","activo","2","3","2025-05-15 21:51:00","2025-05-15 21:51:00"
"55","Pendiente de Acero Inoxidable para Mujer","** ALTA CALIDAD ** Hecho de acero inoxidable de alta calidad y CZ brillante AAA +, hipoalergénico, sin plomo y níquel, adecuado para todo tipo de pieles, incluso las pieles alérgicas; Alta resistencia a la oxidación, corrosión y deslustre, lo que requiere un mantenimiento mínimo.
** EXQUISITO MANEJO DE TRABAJO ** La apariencia incrusta muchas piezas de circón brillante, el diseño especial le brinda un efectodiferente.
** MÁS DETALLES DEL TAMAÑO ** Tamaño de Gague: 1 mm = 18G, diámetro exterior: 16 mm, tono plateado con circonita cúbica. Peso más ligero, cómodo de llevar, diseño de botón flexible, no se preocupe por caerse. Perfecto para hombres y mujeres.
** CUIDADOSAMENTE EMBALADO ** ¡Cada producto de LOLIAS está bien embalado! ¡Ven con una bolsa de terciopelo para proteger tus productos! Puede comprar nuestro producto para enviarlo a sus amigos, mostrar su elegancia y gusto, resaltar su encanto femenino.
** SERVICIO PERFECTO DE LOLIAS ** Garantía o cambio de devolución de dinero de 240 días. Nos unimos al servicio AMAZON PRIME para garantizar que los productos se entreguen más rápido y mejor. Si tiene alguna pregunta sobre nuestro producto o servicio, contáctenos por correo electrónico, resolveremos su problema dentro de las 24 horas.","9.91",NULL,NULL,"0","120","activo","2","3","2025-05-15 21:51:55","2025-05-15 21:51:55"
"56","Pulsera de Cuerda Trenzada","JENDEAR SHINE está compuesto por artesanos profesionales, y diseña productos tejidos multielemento según temporadas y festivales, incluyendo pulseras de cuerda, pulseras de tela, pulseras personalizadas y otros accesorios personalizados.","9.08",NULL,NULL,"0","200","activo","2","3","2025-05-15 21:54:19","2025-05-15 21:54:19"
"57","Anillos Mujer Plata de Ley 925","Diseño único de doble capa, con un lindo corazón en el medio como adorno, rodeado de circonitas cúbicas AAAAAA+, el anillo de plata 925 es brillante y elegante. El anillo de banda está hecho de plata esterlina 925 real, hipoalergénico y muy adecuado para pieles sensibles, brillante y cómodo de llevar.","13.21",NULL,NULL,"0","140","activo","2","3","2025-05-15 21:56:07","2025-05-15 21:56:07"
"58","Xiaomi Robot Vacuum E10 Robot Aspirador WiFi","Aspiradora inteligente con mapeo láser y múltiples modos de limpieza, ideal para mantener el hogar impecable sin esfuerzo.","101.40","98.35","3","1","80","activo","3","4","2025-05-15 21:59:38","2025-05-15 21:59:38"
"59","LEVOIT Humidificador para dormitorio","Humidificación rápida durante toda la noche: funciona hasta 25 horas en baja gracias a su gran capacidad de 2,5 litros. La humedad calmante ayuda a aliviar rápidamente la congestión y la garganta seca.","42.41",NULL,NULL,"0","70","activo","3","4","2025-05-15 22:00:27","2025-05-15 22:00:27"
"60","Lámpara de Pie Salon Regulable, 3000lm Super Luminosa Lampara de Pie LED Moderna con Mando y Control Táctil","La lampara de pie SIBRILLE proporciona una iluminación potente con 36W de salida y hasta 2500 lúmenes. Gracias a sus 4 temperaturas de color (2700K–6500K), puedes ajustar fácilmente desde blanco cálido hasta luz natural. Perfecta como lampara de pie salon para crear ambientes acogedores o productivos.","70.24",NULL,NULL,"0","100","activo","3","4","2025-05-15 22:01:21","2025-05-15 22:01:21"
